date,beef,coffee,soy,corn,sugar,EXBZUS
1998-01-01,-3.285353484783144,0.6813519172247027,-2.058166631313867,-2.689740492711735,-1.0266609830693518,-0.0013854872472660595
1998-02-01,-2.976616000042,-23.835861119139395,-12.252344114728203,-1.7478997174133326,-1.1400442923382679,-0.0026854872472663605
1998-03-01,-2.3413990360832315,-10.367373419139312,-9.42138874111518,-9.99882723663815,-0.3261347604588485,-0.0012854872472660706
1998-04-01,-4.012861379680658,-14.269088561996526,-2.719881116325098,-2.815381319127823,-0.6652045139149596,-0.0021854872472661935
1998-05-01,-5.844532541332256,-15.497684003554681,-9.683891281999507,-6.8373198849540415,-1.4491894650296029,-0.0019854872472659935
1998-06-01,-4.255748507366221,-12.665756822301688,-2.3224468262220057,-2.9537687260489065,0.4573574906512343,-0.0016854872472664706
1998-07-01,-2.022668600902591,6.787649497009966,-38.450276838417665,-16.35340279205893,-0.28917679003038277,0.0015145127527338431
1998-08-01,-3.612517122325869,-13.820934886671822,-14.223732569828798,-5.035658964238735,-1.6160484528378358,1.4512752734008316e-05
1998-09-01,-3.321289357433315,-5.5540476918664154,4.959935663000408,9.655562089838213,0.12731030184470704,-0.0003854872472663917
1998-10-01,-1.1331825077629532,6.232051297310846,6.286377917363012,-0.026750075994172562,0.5352765465422697,-0.004485487247266162
1998-11-01,-1.1782132053947976,0.24526231895593753,-8.971596338893846,-4.006070567784903,-0.0958998469189618,0.003214512752733878
1998-12-01,22.29998059343336,29.36208708086025,42.45106554166847,29.7695801676887,2.3154423447772103,0.2980145127527336
1999-01-01,37.25438890825271,26.79585128086073,45.686366007655636,32.10024463425917,0.6553418873004091,0.4053145127527338
1999-02-01,-5.306128398876211,-3.705781293053292,-17.946555800184484,-1.0720952914413147,-1.8562621186284929,-0.029185487247266106
1999-03-01,-23.645429232209565,-27.558707336135157,-36.832074246518914,-26.35162792540781,-2.4626482767030407,-0.21198548724726618
1999-04-01,-3.1330075655428544,10.326349909865812,-18.79462997872949,-6.536690630344637,0.24596984161995472,-0.025985487247266237
1999-05-01,3.6480164924282263,1.0921520245838963,5.949896030536735,5.279752722087309,0.7705351896718913,0.07281451275273376
1999-06-01,2.805041800295683,-20.660892191867063,-20.535063510090765,-16.250925119711738,-1.1877538512371864,0.026614512752733965
1999-07-01,16.5037887833748,-2.3606780555030866,33.566047565163586,9.545999494158508,0.8896262100276182,0.07481451275273376
1999-08-01,-5.403837944330874,-14.347178282775602,13.114280417978591,-0.18341223429281683,1.6678674511343523,0.00401451275273379
1999-09-01,-0.567086483291817,19.864044624150665,2.3405142280819007,0.5199035342084102,0.41369390850306687,0.06131451275273392
1999-10-01,0.1680132082667427,32.28959594666138,-25.632725281099,-6.361298924158049,-0.9452650655228982,-0.04618548724726623
1999-11-01,-8.944687148876213,7.679531175721877,-22.699384844533853,-6.795494944091274,-1.7429369512371924,-0.0959854872472663
