date,fires
2015-07-01,29355.832067587842
2015-08-01,23869.832067587846
2015-09-01,-14984.167932412158
2015-10-01,-20316.167932412154
2015-11-01,-8694.167932412158
2015-12-01,-11729.167932412154
2016-01-01,-2708.167932412154
2016-02-01,200.83206758784218
2016-03-01,-3.1679324121541867
2016-04-01,-107.16793241215782
2016-05-01,2911.832067587846
2016-06-01,13070.832067587842
2016-07-01,19859.832067587846
2016-08-01,3134.832067587846
2016-09-01,-11386.167932412158
2016-10-01,-11635.167932412154
2016-11-01,-10940.167932412158
2016-12-01,-5939.167932412154
2017-01-01,-1000.1679324121542
2017-02-01,694.8320675878422
2017-03-01,-203.1679324121542
2017-04-01,881.8320675878422
2017-05-01,2826.832067587846
2017-06-01,12197.832067587842
2017-07-01,19825.832067587846
2017-08-01,35528.83206758785
2017-09-01,-39274.16793241216
2017-10-01,-14259.167932412154
2017-11-01,-7666.167932412158
2017-12-01,-9087.167932412154
2018-01-01,-1063.1679324121578
2018-02-01,1194.8320675878458
2018-03-01,-987.1679324121542
2018-04-01,1723.8320675878422
2018-05-01,2437.832067587846
2018-06-01,6875.832067587842
2018-07-01,10135.832067587846
2018-08-01,19490.832067587842
2018-09-01,-22669.167932412154
2018-10-01,-6540.167932412154
2018-11-01,-7887.167932412158
2018-12-01,-1069.1679324121542
2019-01-01,-1151.1679324121578
2019-02-01,2361.832067587846
2019-03-01,-2357.167932412158
2019-04-01,134.8320675878458
2019-05-01,4308.832067587846
2019-06-01,6149.832067587842
2019-07-01,38554.83206758785
2019-08-01,1312.832067587835
2019-09-01,-27607.16793241215
2019-10-01,-5014.167932412158
2019-11-01,-12871.167932412154
2019-12-01,-4820.167932412154
2020-01-01,-195.16793241215782
2020-02-01,1236.8320675878458
2020-03-01,250.83206758784218
2020-04-01,-101.16793241215419
2020-05-01,3120.832067587842
2020-06-01,8708.832067587846
2020-07-01,34903.83206758785
2020-08-01,18648.832067587842
2020-09-01,-27847.167932412154
2020-10-01,-27991.167932412158
2020-11-01,-6041.167932412154
2020-12-01,-5157.167932412158
2021-01-01,-36.16793241215419
2021-02-01,327.8320675878458
2021-03-01,60.832067587842175
2021-04-01,2753.832067587846
2021-05-01,2195.832067587842
2021-06-01,8528.832067587846
2021-07-01,35739.83206758784
2021-08-01,-1868.1679324121505
2021-09-01,-21473.167932412158
2021-10-01,-16732.167932412158
2021-11-01,-7195.167932412154
