,state,year,month,fires,day,date
3700,para,1998,6,58,1,1998-06-01
4025,tocantins,1998,6,252,1,1998-06-01
3950,santa_catarina,1998,6,2,1,1998-06-01
3925,roraima,1998,6,0,1,1998-06-01
3900,rondonia,1998,6,27,1,1998-06-01
3875,rio_grande_do_sul,1998,6,0,1,1998-06-01
3850,rio_grande_do_norte,1998,6,1,1,1998-06-01
3825,rio_de_janeiro,1998,6,3,1,1998-06-01
3800,piaui,1998,6,46,1,1998-06-01
3775,pernambuco,1998,6,1,1,1998-06-01
3750,parana,1998,6,36,1,1998-06-01
3725,paraiba,1998,6,3,1,1998-06-01
3975,sao_paulo,1998,6,451,1,1998-06-01
3675,minas_gerais,1998,6,70,1,1998-06-01
3625,mato_grosso,1998,6,2200,1,1998-06-01
3600,maranhao,1998,6,78,1,1998-06-01
3575,goias,1998,6,172,1,1998-06-01
3550,espirito_santo,1998,6,6,1,1998-06-01
3525,distrito_federal,1998,6,2,1,1998-06-01
3500,ceara,1998,6,1,1,1998-06-01
3450,amazonas,1998,6,2,1,1998-06-01
3425,amapa,1998,6,0,1,1998-06-01
3400,alagoas,1998,6,0,1,1998-06-01
3375,acre,1998,6,3,1,1998-06-01
3650,mato_grosso_do_sul,1998,6,82,1,1998-06-01
4000,sergipe,1998,6,0,1,1998-06-01
3475,bahia,1998,6,55,1,1998-06-01
4050,acre,1998,7,35,1,1998-07-01
4275,maranhao,1998,7,276,1,1998-07-01
4300,mato_grosso,1998,7,3711,1,1998-07-01
4325,mato_grosso_do_sul,1998,7,360,1,1998-07-01
4350,minas_gerais,1998,7,231,1,1998-07-01
4200,distrito_federal,1998,7,17,1,1998-07-01
4375,para,1998,7,639,1,1998-07-01
4400,paraiba,1998,7,0,1,1998-07-01
4425,parana,1998,7,59,1,1998-07-01
4450,pernambuco,1998,7,5,1,1998-07-01
4175,ceara,1998,7,76,1,1998-07-01
4475,piaui,1998,7,188,1,1998-07-01
4500,rio_de_janeiro,1998,7,21,1,1998-07-01
4525,rio_grande_do_norte,1998,7,5,1,1998-07-01
4150,bahia,1998,7,219,1,1998-07-01
4125,amazonas,1998,7,72,1,1998-07-01
4550,rio_grande_do_sul,1998,7,0,1,1998-07-01
4575,rondonia,1998,7,366,1,1998-07-01
4600,roraima,1998,7,1,1,1998-07-01
4625,santa_catarina,1998,7,0,1,1998-07-01
4100,amapa,1998,7,0,1,1998-07-01
4650,sao_paulo,1998,7,597,1,1998-07-01
4700,tocantins,1998,7,640,1,1998-07-01
4075,alagoas,1998,7,0,1,1998-07-01
4250,goias,1998,7,512,1,1998-07-01
4225,espirito_santo,1998,7,37,1,1998-07-01
4675,sergipe,1998,7,0,1,1998-07-01
4900,espirito_santo,1998,8,38,1,1998-08-01
4875,distrito_federal,1998,8,48,1,1998-08-01
5325,sao_paulo,1998,8,580,1,1998-08-01
4925,goias,1998,8,2216,1,1998-08-01
4950,maranhao,1998,8,1177,1,1998-08-01
4975,mato_grosso,1998,8,15404,1,1998-08-01
5000,mato_grosso_do_sul,1998,8,228,1,1998-08-01
5025,minas_gerais,1998,8,878,1,1998-08-01
5050,para,1998,8,6816,1,1998-08-01
5075,paraiba,1998,8,3,1,1998-08-01
5100,parana,1998,8,42,1,1998-08-01
5125,pernambuco,1998,8,12,1,1998-08-01
5150,piaui,1998,8,712,1,1998-08-01
5175,rio_de_janeiro,1998,8,21,1,1998-08-01
5200,rio_grande_do_norte,1998,8,4,1,1998-08-01
5225,rio_grande_do_sul,1998,8,9,1,1998-08-01
5250,rondonia,1998,8,2254,1,1998-08-01
5275,roraima,1998,8,0,1,1998-08-01
5300,santa_catarina,1998,8,0,1,1998-08-01
5375,tocantins,1998,8,3748,1,1998-08-01
4850,ceara,1998,8,95,1,1998-08-01
4825,bahia,1998,8,813,1,1998-08-01
5350,sergipe,1998,8,0,1,1998-08-01
4775,amapa,1998,8,1,1,1998-08-01
4750,alagoas,1998,8,1,1,1998-08-01
4725,acre,1998,8,131,1,1998-08-01
4800,amazonas,1998,8,320,1,1998-08-01
6050,tocantins,1998,9,5154,1,1998-09-01
5400,acre,1998,9,512,1,1998-09-01
6025,sergipe,1998,9,0,1,1998-09-01
6000,sao_paulo,1998,9,525,1,1998-09-01
5975,santa_catarina,1998,9,6,1,1998-09-01
5425,alagoas,1998,9,14,1,1998-09-01
5950,roraima,1998,9,2,1,1998-09-01
5925,rondonia,1998,9,3756,1,1998-09-01
5450,amapa,1998,9,20,1,1998-09-01
5900,rio_grande_do_sul,1998,9,60,1,1998-09-01
5475,amazonas,1998,9,263,1,1998-09-01
5875,rio_grande_do_norte,1998,9,49,1,1998-09-01
5825,piaui,1998,9,1993,1,1998-09-01
5800,pernambuco,1998,9,172,1,1998-09-01
5775,parana,1998,9,61,1,1998-09-01
5500,bahia,1998,9,2719,1,1998-09-01
5750,paraiba,1998,9,50,1,1998-09-01
5725,para,1998,9,6237,1,1998-09-01
5700,minas_gerais,1998,9,1977,1,1998-09-01
5675,mato_grosso_do_sul,1998,9,457,1,1998-09-01
5525,ceara,1998,9,601,1,1998-09-01
5600,goias,1998,9,2870,1,1998-09-01
5650,mato_grosso,1998,9,10360,1,1998-09-01
5625,maranhao,1998,9,3933,1,1998-09-01
5850,rio_de_janeiro,1998,9,44,1,1998-09-01
5550,distrito_federal,1998,9,31,1,1998-09-01
5575,espirito_santo,1998,9,110,1,1998-09-01
6400,para,1998,10,3666,1,1998-10-01
6175,bahia,1998,10,1970,1,1998-10-01
6250,espirito_santo,1998,10,20,1,1998-10-01
6275,goias,1998,10,1036,1,1998-10-01
6300,maranhao,1998,10,5140,1,1998-10-01
6325,mato_grosso,1998,10,2705,1,1998-10-01
6350,mato_grosso_do_sul,1998,10,576,1,1998-10-01
6150,amazonas,1998,10,82,1,1998-10-01
6375,minas_gerais,1998,10,1091,1,1998-10-01
6075,acre,1998,10,44,1,1998-10-01
6425,paraiba,1998,10,178,1,1998-10-01
6450,parana,1998,10,61,1,1998-10-01
6475,pernambuco,1998,10,376,1,1998-10-01
6500,piaui,1998,10,2581,1,1998-10-01
6525,rio_de_janeiro,1998,10,6,1,1998-10-01
6550,rio_grande_do_norte,1998,10,55,1,1998-10-01
6125,amapa,1998,10,41,1,1998-10-01
6575,rio_grande_do_sul,1998,10,169,1,1998-10-01
6600,rondonia,1998,10,486,1,1998-10-01
6625,roraima,1998,10,1,1,1998-10-01
6650,santa_catarina,1998,10,4,1,1998-10-01
6675,sao_paulo,1998,10,433,1,1998-10-01
6700,sergipe,1998,10,0,1,1998-10-01
6725,tocantins,1998,10,1736,1,1998-10-01
6100,alagoas,1998,10,20,1,1998-10-01
6225,distrito_federal,1998,10,3,1,1998-10-01
6200,ceara,1998,10,1019,1,1998-10-01
6900,distrito_federal,1998,11,0,1,1998-11-01
7050,minas_gerais,1998,11,31,1,1998-11-01
6850,bahia,1998,11,49,1,1998-11-01
6825,amazonas,1998,11,6,1,1998-11-01
6800,amapa,1998,11,131,1,1998-11-01
6775,alagoas,1998,11,19,1,1998-11-01
6875,ceara,1998,11,575,1,1998-11-01
7325,santa_catarina,1998,11,21,1,1998-11-01
6750,acre,1998,11,0,1,1998-11-01
6975,maranhao,1998,11,2235,1,1998-11-01
7375,sergipe,1998,11,12,1,1998-11-01
7350,sao_paulo,1998,11,487,1,1998-11-01
7275,rondonia,1998,11,3,1,1998-11-01
7125,parana,1998,11,143,1,1998-11-01
7100,paraiba,1998,11,47,1,1998-11-01
7400,tocantins,1998,11,1,1,1998-11-01
6950,goias,1998,11,48,1,1998-11-01
7175,piaui,1998,11,425,1,1998-11-01
7300,roraima,1998,11,1,1,1998-11-01
7250,rio_grande_do_sul,1998,11,28,1,1998-11-01
7000,mato_grosso,1998,11,182,1,1998-11-01
7200,rio_de_janeiro,1998,11,6,1,1998-11-01
6925,espirito_santo,1998,11,4,1,1998-11-01
7075,para,1998,11,1862,1,1998-11-01
7225,rio_grande_do_norte,1998,11,41,1,1998-11-01
7025,mato_grosso_do_sul,1998,11,307,1,1998-11-01
7150,pernambuco,1998,11,140,1,1998-11-01
7750,para,1998,12,1009,1,1998-12-01
7575,distrito_federal,1998,12,0,1,1998-12-01
8025,sao_paulo,1998,12,121,1,1998-12-01
7600,espirito_santo,1998,12,5,1,1998-12-01
7925,rio_grande_do_sul,1998,12,605,1,1998-12-01
7850,piaui,1998,12,119,1,1998-12-01
7775,paraiba,1998,12,53,1,1998-12-01
7550,ceara,1998,12,277,1,1998-12-01
7825,pernambuco,1998,12,59,1,1998-12-01
7800,parana,1998,12,82,1,1998-12-01
7975,roraima,1998,12,16,1,1998-12-01
8050,sergipe,1998,12,8,1,1998-12-01
7700,mato_grosso_do_sul,1998,12,101,1,1998-12-01
8000,santa_catarina,1998,12,26,1,1998-12-01
7525,bahia,1998,12,82,1,1998-12-01
7675,mato_grosso,1998,12,76,1,1998-12-01
7450,alagoas,1998,12,32,1,1998-12-01
7625,goias,1998,12,13,1,1998-12-01
7650,maranhao,1998,12,1396,1,1998-12-01
7475,amapa,1998,12,84,1,1998-12-01
8075,tocantins,1998,12,9,1,1998-12-01
7725,minas_gerais,1998,12,21,1,1998-12-01
7500,amazonas,1998,12,196,1,1998-12-01
7425,acre,1998,12,7,1,1998-12-01
7950,rondonia,1998,12,33,1,1998-12-01
7875,rio_de_janeiro,1998,12,1,1,1998-12-01
7900,rio_grande_do_norte,1998,12,17,1,1998-12-01
601,sao_paulo,1999,1,7,1,1999-01-01
101,bahia,1999,1,114,1,1999-01-01
526,rondonia,1999,1,1,1,1999-01-01
351,paraiba,1999,1,26,1,1999-01-01
501,rio_grande_do_sul,1999,1,63,1,1999-01-01
126,ceara,1999,1,47,1,1999-01-01
626,sergipe,1999,1,36,1,1999-01-01
376,parana,1999,1,7,1,1999-01-01
576,santa_catarina,1999,1,11,1,1999-01-01
301,minas_gerais,1999,1,36,1,1999-01-01
1,acre,1999,1,0,1,1999-01-01
76,amazonas,1999,1,3,1,1999-01-01
451,rio_de_janeiro,1999,1,0,1,1999-01-01
151,distrito_federal,1999,1,0,1,1999-01-01
176,espirito_santo,1999,1,33,1,1999-01-01
226,maranhao,1999,1,54,1,1999-01-01
251,mato_grosso,1999,1,39,1,1999-01-01
276,mato_grosso_do_sul,1999,1,239,1,1999-01-01
326,para,1999,1,87,1,1999-01-01
551,roraima,1999,1,15,1,1999-01-01
476,rio_grande_do_norte,1999,1,32,1,1999-01-01
201,goias,1999,1,14,1,1999-01-01
26,alagoas,1999,1,58,1,1999-01-01
651,tocantins,1999,1,36,1,1999-01-01
401,pernambuco,1999,1,102,1,1999-01-01
51,amapa,1999,1,0,1,1999-01-01
426,piaui,1999,1,21,1,1999-01-01
1151,rio_grande_do_norte,1999,2,10,1,1999-02-01
676,acre,1999,2,0,1,1999-02-01
1301,sergipe,1999,2,25,1,1999-02-01
1276,sao_paulo,1999,2,47,1,1999-02-01
1226,roraima,1999,2,20,1,1999-02-01
1001,para,1999,2,285,1,1999-02-01
976,minas_gerais,1999,2,112,1,1999-02-01
901,maranhao,1999,2,6,1,1999-02-01
1251,santa_catarina,1999,2,2,1,1999-02-01
701,alagoas,1999,2,19,1,1999-02-01
926,mato_grosso,1999,2,28,1,1999-02-01
951,mato_grosso_do_sul,1999,2,69,1,1999-02-01
876,goias,1999,2,334,1,1999-02-01
826,distrito_federal,1999,2,2,1,1999-02-01
1026,paraiba,1999,2,2,1,1999-02-01
801,ceara,1999,2,17,1,1999-02-01
1201,rondonia,1999,2,1,1,1999-02-01
726,amapa,1999,2,1,1,1999-02-01
851,espirito_santo,1999,2,10,1,1999-02-01
751,amazonas,1999,2,43,1,1999-02-01
1051,parana,1999,2,22,1,1999-02-01
1101,piaui,1999,2,22,1,1999-02-01
1326,tocantins,1999,2,1,1,1999-02-01
1126,rio_de_janeiro,1999,2,0,1,1999-02-01
1176,rio_grande_do_sul,1999,2,35,1,1999-02-01
776,bahia,1999,2,157,1,1999-02-01
1076,pernambuco,1999,2,14,1,1999-02-01
2001,tocantins,1999,3,1,1,1999-03-01
1851,rio_grande_do_sul,1999,3,38,1,1999-03-01
1426,amazonas,1999,3,7,1,1999-03-01
1826,rio_grande_do_norte,1999,3,9,1,1999-03-01
1901,roraima,1999,3,98,1,1999-03-01
1476,ceara,1999,3,30,1,1999-03-01
1751,pernambuco,1999,3,27,1,1999-03-01
1976,sergipe,1999,3,18,1,1999-03-01
1451,bahia,1999,3,83,1,1999-03-01
1526,espirito_santo,1999,3,8,1,1999-03-01
1876,rondonia,1999,3,8,1,1999-03-01
1801,rio_de_janeiro,1999,3,0,1,1999-03-01
1651,minas_gerais,1999,3,13,1,1999-03-01
1626,mato_grosso_do_sul,1999,3,100,1,1999-03-01
1601,mato_grosso,1999,3,18,1,1999-03-01
1501,distrito_federal,1999,3,0,1,1999-03-01
1676,para,1999,3,7,1,1999-03-01
1376,alagoas,1999,3,52,1,1999-03-01
1551,goias,1999,3,1,1,1999-03-01
1726,parana,1999,3,40,1,1999-03-01
1576,maranhao,1999,3,17,1,1999-03-01
1951,sao_paulo,1999,3,78,1,1999-03-01
1401,amapa,1999,3,2,1,1999-03-01
1351,acre,1999,3,0,1,1999-03-01
1701,paraiba,1999,3,1,1,1999-03-01
1776,piaui,1999,3,4,1,1999-03-01
1926,santa_catarina,1999,3,7,1,1999-03-01
2276,mato_grosso,1999,4,76,1,1999-04-01
2326,minas_gerais,1999,4,27,1,1999-04-01
2351,para,1999,4,6,1,1999-04-01
2426,pernambuco,1999,4,2,1,1999-04-01
2601,santa_catarina,1999,4,0,1,1999-04-01
2151,ceara,1999,4,6,1,1999-04-01
2226,goias,1999,4,25,1,1999-04-01
2626,sao_paulo,1999,4,291,1,1999-04-01
2251,maranhao,1999,4,4,1,1999-04-01
2376,paraiba,1999,4,3,1,1999-04-01
2651,sergipe,1999,4,6,1,1999-04-01
2076,amapa,1999,4,0,1,1999-04-01
2051,alagoas,1999,4,4,1,1999-04-01
2676,tocantins,1999,4,9,1,1999-04-01
2101,amazonas,1999,4,2,1,1999-04-01
2401,parana,1999,4,39,1,1999-04-01
2201,espirito_santo,1999,4,2,1,1999-04-01
2476,rio_de_janeiro,1999,4,1,1,1999-04-01
2301,mato_grosso_do_sul,1999,4,97,1,1999-04-01
2551,rondonia,1999,4,3,1,1999-04-01
2501,rio_grande_do_norte,1999,4,21,1,1999-04-01
2176,distrito_federal,1999,4,0,1,1999-04-01
2126,bahia,1999,4,55,1,1999-04-01
2026,acre,1999,4,0,1,1999-04-01
2526,rio_grande_do_sul,1999,4,12,1,1999-04-01
2576,roraima,1999,4,16,1,1999-04-01
2451,piaui,1999,4,10,1,1999-04-01
2926,maranhao,1999,5,3,1,1999-05-01
2951,mato_grosso,1999,5,730,1,1999-05-01
3226,rondonia,1999,5,3,1,1999-05-01
2901,goias,1999,5,98,1,1999-05-01
2976,mato_grosso_do_sul,1999,5,206,1,1999-05-01
3201,rio_grande_do_sul,1999,5,13,1,1999-05-01
2701,acre,1999,5,0,1,1999-05-01
3176,rio_grande_do_norte,1999,5,1,1,1999-05-01
3251,roraima,1999,5,0,1,1999-05-01
2726,alagoas,1999,5,1,1,1999-05-01
2801,bahia,1999,5,76,1,1999-05-01
3351,tocantins,1999,5,25,1,1999-05-01
2826,ceara,1999,5,5,1,1999-05-01
2851,distrito_federal,1999,5,0,1,1999-05-01
3151,rio_de_janeiro,1999,5,7,1,1999-05-01
3051,paraiba,1999,5,0,1,1999-05-01
3001,minas_gerais,1999,5,51,1,1999-05-01
2876,espirito_santo,1999,5,16,1,1999-05-01
3126,piaui,1999,5,8,1,1999-05-01
3026,para,1999,5,4,1,1999-05-01
3326,sergipe,1999,5,0,1,1999-05-01
3276,santa_catarina,1999,5,1,1,1999-05-01
2751,amapa,1999,5,0,1,1999-05-01
3301,sao_paulo,1999,5,500,1,1999-05-01
3101,pernambuco,1999,5,6,1,1999-05-01
2776,amazonas,1999,5,0,1,1999-05-01
3076,parana,1999,5,57,1,1999-05-01
3676,minas_gerais,1999,6,133,1,1999-06-01
3576,goias,1999,6,252,1,1999-06-01
3651,mato_grosso_do_sul,1999,6,125,1,1999-06-01
3601,maranhao,1999,6,32,1,1999-06-01
3426,amapa,1999,6,2,1,1999-06-01
3376,acre,1999,6,0,1,1999-06-01
3451,amazonas,1999,6,7,1,1999-06-01
3401,alagoas,1999,6,0,1,1999-06-01
3626,mato_grosso,1999,6,2201,1,1999-06-01
3851,rio_grande_do_norte,1999,6,4,1,1999-06-01
3701,para,1999,6,37,1,1999-06-01
3776,pernambuco,1999,6,7,1,1999-06-01
3801,piaui,1999,6,47,1,1999-06-01
3751,parana,1999,6,31,1,1999-06-01
3526,distrito_federal,1999,6,3,1,1999-06-01
3476,bahia,1999,6,62,1,1999-06-01
3726,paraiba,1999,6,1,1,1999-06-01
3551,espirito_santo,1999,6,6,1,1999-06-01
3826,rio_de_janeiro,1999,6,8,1,1999-06-01
4001,sergipe,1999,6,0,1,1999-06-01
3501,ceara,1999,6,16,1,1999-06-01
3876,rio_grande_do_sul,1999,6,9,1,1999-06-01
4026,tocantins,1999,6,114,1,1999-06-01
3926,roraima,1999,6,3,1,1999-06-01
3951,santa_catarina,1999,6,0,1,1999-06-01
3901,rondonia,1999,6,10,1,1999-06-01
3976,sao_paulo,1999,6,522,1,1999-06-01
4151,bahia,1999,7,107,1,1999-07-01
4051,acre,1999,7,1,1,1999-07-01
4451,pernambuco,1999,7,2,1,1999-07-01
4426,parana,1999,7,94,1,1999-07-01
4401,paraiba,1999,7,1,1,1999-07-01
4376,para,1999,7,982,1,1999-07-01
4351,minas_gerais,1999,7,319,1,1999-07-01
4326,mato_grosso_do_sul,1999,7,1297,1,1999-07-01
4076,alagoas,1999,7,0,1,1999-07-01
4301,mato_grosso,1999,7,3926,1,1999-07-01
4276,maranhao,1999,7,258,1,1999-07-01
4251,goias,1999,7,311,1,1999-07-01
4226,espirito_santo,1999,7,9,1,1999-07-01
4101,amapa,1999,7,0,1,1999-07-01
4201,distrito_federal,1999,7,4,1,1999-07-01
4176,ceara,1999,7,84,1,1999-07-01
4476,piaui,1999,7,124,1,1999-07-01
4126,amazonas,1999,7,11,1,1999-07-01
4501,rio_de_janeiro,1999,7,14,1,1999-07-01
4551,rio_grande_do_sul,1999,7,10,1,1999-07-01
4576,rondonia,1999,7,135,1,1999-07-01
4601,roraima,1999,7,4,1,1999-07-01
4626,santa_catarina,1999,7,2,1,1999-07-01
4526,rio_grande_do_norte,1999,7,7,1,1999-07-01
4651,sao_paulo,1999,7,683,1,1999-07-01
4676,sergipe,1999,7,0,1,1999-07-01
4701,tocantins,1999,7,373,1,1999-07-01
5076,paraiba,1999,8,4,1,1999-08-01
5176,rio_de_janeiro,1999,8,89,1,1999-08-01
4951,maranhao,1999,8,897,1,1999-08-01
4976,mato_grosso,1999,8,18563,1,1999-08-01
5001,mato_grosso_do_sul,1999,8,4356,1,1999-08-01
5051,para,1999,8,6179,1,1999-08-01
5026,minas_gerais,1999,8,1193,1,1999-08-01
4926,goias,1999,8,1198,1,1999-08-01
5126,pernambuco,1999,8,3,1,1999-08-01
5101,parana,1999,8,939,1,1999-08-01
5151,piaui,1999,8,498,1,1999-08-01
5201,rio_grande_do_norte,1999,8,38,1,1999-08-01
4876,distrito_federal,1999,8,15,1,1999-08-01
4901,espirito_santo,1999,8,60,1,1999-08-01
5251,rondonia,1999,8,1977,1,1999-08-01
4851,ceara,1999,8,135,1,1999-08-01
4826,bahia,1999,8,453,1,1999-08-01
4801,amazonas,1999,8,255,1,1999-08-01
4776,amapa,1999,8,0,1,1999-08-01
5301,santa_catarina,1999,8,51,1,1999-08-01
4726,acre,1999,8,67,1,1999-08-01
5326,sao_paulo,1999,8,1210,1,1999-08-01
5351,sergipe,1999,8,0,1,1999-08-01
5376,tocantins,1999,8,1284,1,1999-08-01
5226,rio_grande_do_sul,1999,8,24,1,1999-08-01
4751,alagoas,1999,8,3,1,1999-08-01
5276,roraima,1999,8,1,1,1999-08-01
5951,roraima,1999,9,3,1,1999-09-01
5651,mato_grosso,1999,9,11726,1,1999-09-01
5801,pernambuco,1999,9,57,1,1999-09-01
5776,parana,1999,9,878,1,1999-09-01
5751,paraiba,1999,9,14,1,1999-09-01
5401,acre,1999,9,212,1,1999-09-01
5426,alagoas,1999,9,3,1,1999-09-01
5726,para,1999,9,4417,1,1999-09-01
6001,sao_paulo,1999,9,910,1,1999-09-01
5451,amapa,1999,9,4,1,1999-09-01
5476,amazonas,1999,9,214,1,1999-09-01
5501,bahia,1999,9,1273,1,1999-09-01
5526,ceara,1999,9,132,1,1999-09-01
5551,distrito_federal,1999,9,12,1,1999-09-01
6026,sergipe,1999,9,0,1,1999-09-01
5576,espirito_santo,1999,9,64,1,1999-09-01
5601,goias,1999,9,1898,1,1999-09-01
5701,minas_gerais,1999,9,2687,1,1999-09-01
5626,maranhao,1999,9,1739,1,1999-09-01
6051,tocantins,1999,9,3421,1,1999-09-01
5826,piaui,1999,9,873,1,1999-09-01
5851,rio_de_janeiro,1999,9,192,1,1999-09-01
5676,mato_grosso_do_sul,1999,9,2971,1,1999-09-01
5926,rondonia,1999,9,3059,1,1999-09-01
5876,rio_grande_do_norte,1999,9,35,1,1999-09-01
5976,santa_catarina,1999,9,101,1,1999-09-01
5901,rio_grande_do_sul,1999,9,19,1,1999-09-01
6651,santa_catarina,1999,10,16,1,1999-10-01
6076,acre,1999,10,63,1,1999-10-01
6201,ceara,1999,10,314,1,1999-10-01
6626,roraima,1999,10,10,1,1999-10-01
6176,bahia,1999,10,1308,1,1999-10-01
6151,amazonas,1999,10,476,1,1999-10-01
6226,distrito_federal,1999,10,8,1,1999-10-01
6126,amapa,1999,10,25,1,1999-10-01
6101,alagoas,1999,10,4,1,1999-10-01
6601,rondonia,1999,10,1884,1,1999-10-01
6551,rio_grande_do_norte,1999,10,40,1,1999-10-01
6476,pernambuco,1999,10,174,1,1999-10-01
6526,rio_de_janeiro,1999,10,30,1,1999-10-01
6576,rio_grande_do_sul,1999,10,56,1,1999-10-01
6501,piaui,1999,10,1441,1,1999-10-01
6676,sao_paulo,1999,10,763,1,1999-10-01
6276,goias,1999,10,743,1,1999-10-01
6301,maranhao,1999,10,3207,1,1999-10-01
6701,sergipe,1999,10,0,1,1999-10-01
6451,parana,1999,10,451,1,1999-10-01
6326,mato_grosso,1999,10,6111,1,1999-10-01
6426,paraiba,1999,10,49,1,1999-10-01
6401,para,1999,10,5026,1,1999-10-01
6251,espirito_santo,1999,10,23,1,1999-10-01
6376,minas_gerais,1999,10,1361,1,1999-10-01
6351,mato_grosso_do_sul,1999,10,2056,1,1999-10-01
6726,tocantins,1999,10,1378,1,1999-10-01
7001,mato_grosso,1999,11,842,1,1999-11-01
6776,alagoas,1999,11,15,1,1999-11-01
7226,rio_grande_do_norte,1999,11,61,1,1999-11-01
7276,rondonia,1999,11,41,1,1999-11-01
6801,amapa,1999,11,26,1,1999-11-01
7376,sergipe,1999,11,3,1,1999-11-01
7326,santa_catarina,1999,11,84,1,1999-11-01
6901,distrito_federal,1999,11,1,1,1999-11-01
7026,mato_grosso_do_sul,1999,11,1195,1,1999-11-01
7051,minas_gerais,1999,11,271,1,1999-11-01
6826,amazonas,1999,11,28,1,1999-11-01
7076,para,1999,11,2682,1,1999-11-01
6876,ceara,1999,11,526,1,1999-11-01
7251,rio_grande_do_sul,1999,11,103,1,1999-11-01
7101,paraiba,1999,11,38,1,1999-11-01
7401,tocantins,1999,11,29,1,1999-11-01
7151,pernambuco,1999,11,39,1,1999-11-01
7351,sao_paulo,1999,11,400,1,1999-11-01
6851,bahia,1999,11,49,1,1999-11-01
7176,piaui,1999,11,336,1,1999-11-01
7201,rio_de_janeiro,1999,11,16,1,1999-11-01
7126,parana,1999,11,445,1,1999-11-01
6751,acre,1999,11,4,1,1999-11-01
6976,maranhao,1999,11,1494,1,1999-11-01
7301,roraima,1999,11,15,1,1999-11-01
6926,espirito_santo,1999,11,9,1,1999-11-01
6951,goias,1999,11,111,1,1999-11-01
7726,minas_gerais,1999,12,32,1,1999-12-01
7426,acre,1999,12,0,1,1999-12-01
7601,espirito_santo,1999,12,0,1,1999-12-01
7851,piaui,1999,12,75,1,1999-12-01
7901,rio_grande_do_norte,1999,12,29,1,1999-12-01
7551,ceara,1999,12,396,1,1999-12-01
7751,para,1999,12,766,1,1999-12-01
7451,alagoas,1999,12,12,1,1999-12-01
7476,amapa,1999,12,41,1,1999-12-01
8001,santa_catarina,1999,12,89,1,1999-12-01
7976,roraima,1999,12,35,1,1999-12-01
7651,maranhao,1999,12,1001,1,1999-12-01
7776,paraiba,1999,12,40,1,1999-12-01
7626,goias,1999,12,20,1,1999-12-01
7676,mato_grosso,1999,12,47,1,1999-12-01
8026,sao_paulo,1999,12,47,1,1999-12-01
7876,rio_de_janeiro,1999,12,0,1,1999-12-01
7501,amazonas,1999,12,2,1,1999-12-01
8076,tocantins,1999,12,16,1,1999-12-01
7526,bahia,1999,12,37,1,1999-12-01
7701,mato_grosso_do_sul,1999,12,306,1,1999-12-01
8051,sergipe,1999,12,5,1,1999-12-01
7576,distrito_federal,1999,12,0,1,1999-12-01
7826,pernambuco,1999,12,16,1,1999-12-01
7951,rondonia,1999,12,0,1,1999-12-01
7801,parana,1999,12,254,1,1999-12-01
7926,rio_grande_do_sul,1999,12,1110,1,1999-12-01
452,rio_de_janeiro,2000,1,0,1,2000-01-01
127,ceara,2000,1,1,1,2000-01-01
277,mato_grosso_do_sul,2000,1,326,1,2000-01-01
502,rio_grande_do_sul,2000,1,126,1,2000-01-01
52,amapa,2000,1,2,1,2000-01-01
177,espirito_santo,2000,1,5,1,2000-01-01
602,sao_paulo,2000,1,36,1,2000-01-01
227,maranhao,2000,1,19,1,2000-01-01
552,roraima,2000,1,18,1,2000-01-01
527,rondonia,2000,1,0,1,2000-01-01
152,distrito_federal,2000,1,0,1,2000-01-01
27,alagoas,2000,1,11,1,2000-01-01
302,minas_gerais,2000,1,24,1,2000-01-01
202,goias,2000,1,10,1,2000-01-01
377,parana,2000,1,49,1,2000-01-01
352,paraiba,2000,1,0,1,2000-01-01
477,rio_grande_do_norte,2000,1,1,1,2000-01-01
577,santa_catarina,2000,1,14,1,2000-01-01
2,acre,2000,1,0,1,2000-01-01
402,pernambuco,2000,1,3,1,2000-01-01
327,para,2000,1,30,1,2000-01-01
627,sergipe,2000,1,1,1,2000-01-01
77,amazonas,2000,1,7,1,2000-01-01
102,bahia,2000,1,31,1,2000-01-01
427,piaui,2000,1,5,1,2000-01-01
652,tocantins,2000,1,15,1,2000-01-01
252,mato_grosso,2000,1,44,1,2000-01-01
927,mato_grosso,2000,2,35,1,2000-02-01
1252,santa_catarina,2000,2,8,1,2000-02-01
1077,pernambuco,2000,2,4,1,2000-02-01
1127,rio_de_janeiro,2000,2,1,1,2000-02-01
1227,roraima,2000,2,57,1,2000-02-01
1277,sao_paulo,2000,2,25,1,2000-02-01
1002,para,2000,2,29,1,2000-02-01
1027,paraiba,2000,2,11,1,2000-02-01
702,alagoas,2000,2,16,1,2000-02-01
727,amapa,2000,2,0,1,2000-02-01
952,mato_grosso_do_sul,2000,2,81,1,2000-02-01
1202,rondonia,2000,2,6,1,2000-02-01
1327,tocantins,2000,2,6,1,2000-02-01
802,ceara,2000,2,7,1,2000-02-01
852,espirito_santo,2000,2,5,1,2000-02-01
1302,sergipe,2000,2,6,1,2000-02-01
1052,parana,2000,2,67,1,2000-02-01
827,distrito_federal,2000,2,0,1,2000-02-01
977,minas_gerais,2000,2,20,1,2000-02-01
677,acre,2000,2,0,1,2000-02-01
777,bahia,2000,2,32,1,2000-02-01
1152,rio_grande_do_norte,2000,2,7,1,2000-02-01
1102,piaui,2000,2,12,1,2000-02-01
