,state,year,month,fires,day,date
187,espirito_santo,2010,1,55,1,2010-01-01
587,santa_catarina,2010,1,6,1,2010-01-01
487,rio_grande_do_norte,2010,1,37,1,2010-01-01
262,mato_grosso,2010,1,327,1,2010-01-01
637,sergipe,2010,1,34,1,2010-01-01
337,para,2010,1,701,1,2010-01-01
62,amapa,2010,1,4,1,2010-01-01
562,roraima,2010,1,457,1,2010-01-01
87,amazonas,2010,1,93,1,2010-01-01
362,paraiba,2010,1,52,1,2010-01-01
212,goias,2010,1,60,1,2010-01-01
237,maranhao,2010,1,457,1,2010-01-01
437,piaui,2010,1,116,1,2010-01-01
662,tocantins,2010,1,101,1,2010-01-01
37,alagoas,2010,1,32,1,2010-01-01
1012,para,2010,2,147,1,2010-02-01
1337,tocantins,2010,2,51,1,2010-02-01
987,minas_gerais,2010,2,185,1,2010-02-01
1112,piaui,2010,2,75,1,2010-02-01
1312,sergipe,2010,2,37,1,2010-02-01
1162,rio_grande_do_norte,2010,2,20,1,2010-02-01
887,goias,2010,2,100,1,2010-02-01
762,amazonas,2010,2,76,1,2010-02-01
937,mato_grosso,2010,2,440,1,2010-02-01
837,distrito_federal,2010,2,5,1,2010-02-01
1087,pernambuco,2010,2,54,1,2010-02-01
1287,sao_paulo,2010,2,183,1,2010-02-01
1212,rondonia,2010,2,9,1,2010-02-01
1187,rio_grande_do_sul,2010,2,29,1,2010-02-01
812,ceara,2010,2,76,1,2010-02-01
1262,santa_catarina,2010,2,19,1,2010-02-01
712,alagoas,2010,2,39,1,2010-02-01
862,espirito_santo,2010,2,27,1,2010-02-01
1137,rio_de_janeiro,2010,2,86,1,2010-02-01
687,acre,2010,2,0,1,2010-02-01
912,maranhao,2010,2,104,1,2010-02-01
787,bahia,2010,2,272,1,2010-02-01
1237,roraima,2010,2,634,1,2010-02-01
1037,paraiba,2010,2,15,1,2010-02-01
737,amapa,2010,2,0,1,2010-02-01
962,mato_grosso_do_sul,2010,2,167,1,2010-02-01
1062,parana,2010,2,58,1,2010-02-01
1537,espirito_santo,2010,3,5,1,2010-03-01
1512,distrito_federal,2010,3,2,1,2010-03-01
1587,maranhao,2010,3,129,1,2010-03-01
1612,mato_grosso,2010,3,663,1,2010-03-01
1562,goias,2010,3,96,1,2010-03-01
1462,bahia,2010,3,192,1,2010-03-01
2012,tocantins,2010,3,125,1,2010-03-01
1862,rio_grande_do_sul,2010,3,43,1,2010-03-01
1812,rio_de_janeiro,2010,3,4,1,2010-03-01
1712,paraiba,2010,3,18,1,2010-03-01
1987,sergipe,2010,3,46,1,2010-03-01
1387,alagoas,2010,3,87,1,2010-03-01
1687,para,2010,3,141,1,2010-03-01
1962,sao_paulo,2010,3,153,1,2010-03-01
1887,rondonia,2010,3,13,1,2010-03-01
1837,rio_grande_do_norte,2010,3,28,1,2010-03-01
1662,minas_gerais,2010,3,121,1,2010-03-01
1412,amapa,2010,3,3,1,2010-03-01
1487,ceara,2010,3,46,1,2010-03-01
1637,mato_grosso_do_sul,2010,3,178,1,2010-03-01
1937,santa_catarina,2010,3,25,1,2010-03-01
1737,parana,2010,3,39,1,2010-03-01
1787,piaui,2010,3,36,1,2010-03-01
1912,roraima,2010,3,536,1,2010-03-01
1762,pernambuco,2010,3,69,1,2010-03-01
1437,amazonas,2010,3,64,1,2010-03-01
1362,acre,2010,3,1,1,2010-03-01
2087,amapa,2010,4,0,1,2010-04-01
2112,amazonas,2010,4,9,1,2010-04-01
2137,bahia,2010,4,136,1,2010-04-01
2637,sao_paulo,2010,4,148,1,2010-04-01
2312,mato_grosso_do_sul,2010,4,162,1,2010-04-01
2337,minas_gerais,2010,4,144,1,2010-04-01
2512,rio_grande_do_norte,2010,4,9,1,2010-04-01
2062,alagoas,2010,4,5,1,2010-04-01
2037,acre,2010,4,10,1,2010-04-01
2362,para,2010,4,30,1,2010-04-01
2587,roraima,2010,4,19,1,2010-04-01
2437,pernambuco,2010,4,6,1,2010-04-01
2387,paraiba,2010,4,2,1,2010-04-01
2562,rondonia,2010,4,43,1,2010-04-01
2412,parana,2010,4,99,1,2010-04-01
2612,santa_catarina,2010,4,36,1,2010-04-01
2462,piaui,2010,4,63,1,2010-04-01
2537,rio_grande_do_sul,2010,4,107,1,2010-04-01
2687,tocantins,2010,4,431,1,2010-04-01
2487,rio_de_janeiro,2010,4,6,1,2010-04-01
2287,mato_grosso,2010,4,893,1,2010-04-01
2662,sergipe,2010,4,4,1,2010-04-01
2237,goias,2010,4,144,1,2010-04-01
2212,espirito_santo,2010,4,13,1,2010-04-01
2262,maranhao,2010,4,143,1,2010-04-01
2187,distrito_federal,2010,4,8,1,2010-04-01
2162,ceara,2010,4,11,1,2010-04-01
2887,espirito_santo,2010,5,11,1,2010-05-01
2912,goias,2010,5,280,1,2010-05-01
3162,rio_de_janeiro,2010,5,23,1,2010-05-01
2737,alagoas,2010,5,0,1,2010-05-01
3262,roraima,2010,5,6,1,2010-05-01
2862,distrito_federal,2010,5,22,1,2010-05-01
3212,rio_grande_do_sul,2010,5,28,1,2010-05-01
2762,amapa,2010,5,2,1,2010-05-01
2937,maranhao,2010,5,300,1,2010-05-01
3362,tocantins,2010,5,632,1,2010-05-01
3037,para,2010,5,97,1,2010-05-01
3137,piaui,2010,5,253,1,2010-05-01
3112,pernambuco,2010,5,8,1,2010-05-01
3087,parana,2010,5,102,1,2010-05-01
2787,amazonas,2010,5,37,1,2010-05-01
3312,sao_paulo,2010,5,254,1,2010-05-01
3012,minas_gerais,2010,5,246,1,2010-05-01
3237,rondonia,2010,5,70,1,2010-05-01
3287,santa_catarina,2010,5,3,1,2010-05-01
2837,ceara,2010,5,6,1,2010-05-01
2812,bahia,2010,5,254,1,2010-05-01
2987,mato_grosso_do_sul,2010,5,132,1,2010-05-01
2712,acre,2010,5,33,1,2010-05-01
3187,rio_grande_do_norte,2010,5,2,1,2010-05-01
2962,mato_grosso,2010,5,1382,1,2010-05-01
3337,sergipe,2010,5,1,1,2010-05-01
3062,paraiba,2010,5,12,1,2010-05-01
4037,tocantins,2010,6,1783,1,2010-06-01
3762,parana,2010,6,286,1,2010-06-01
3987,sao_paulo,2010,6,635,1,2010-06-01
3437,amapa,2010,6,0,1,2010-06-01
3562,espirito_santo,2010,6,25,1,2010-06-01
3912,rondonia,2010,6,223,1,2010-06-01
3737,paraiba,2010,6,3,1,2010-06-01
3712,para,2010,6,441,1,2010-06-01
3962,santa_catarina,2010,6,40,1,2010-06-01
3412,alagoas,2010,6,2,1,2010-06-01
3487,bahia,2010,6,430,1,2010-06-01
3637,mato_grosso,2010,6,2186,1,2010-06-01
3537,distrito_federal,2010,6,78,1,2010-06-01
3387,acre,2010,6,41,1,2010-06-01
3662,mato_grosso_do_sul,2010,6,408,1,2010-06-01
3837,rio_de_janeiro,2010,6,109,1,2010-06-01
3462,amazonas,2010,6,113,1,2010-06-01
3587,goias,2010,6,723,1,2010-06-01
3612,maranhao,2010,6,1225,1,2010-06-01
3887,rio_grande_do_sul,2010,6,39,1,2010-06-01
3862,rio_grande_do_norte,2010,6,2,1,2010-06-01
3687,minas_gerais,2010,6,619,1,2010-06-01
4012,sergipe,2010,6,0,1,2010-06-01
3937,roraima,2010,6,1,1,2010-06-01
3787,pernambuco,2010,6,5,1,2010-06-01
3512,ceara,2010,6,21,1,2010-06-01
3812,piaui,2010,6,456,1,2010-06-01
4062,acre,2010,7,210,1,2010-07-01
4687,sergipe,2010,7,0,1,2010-07-01
4587,rondonia,2010,7,871,1,2010-07-01
4537,rio_grande_do_norte,2010,7,9,1,2010-07-01
4562,rio_grande_do_sul,2010,7,196,1,2010-07-01
4087,alagoas,2010,7,1,1,2010-07-01
4187,ceara,2010,7,58,1,2010-07-01
4337,mato_grosso_do_sul,2010,7,701,1,2010-07-01
4162,bahia,2010,7,663,1,2010-07-01
4212,distrito_federal,2010,7,100,1,2010-07-01
4387,para,2010,7,2065,1,2010-07-01
4137,amazonas,2010,7,788,1,2010-07-01
4412,paraiba,2010,7,7,1,2010-07-01
4712,tocantins,2010,7,2970,1,2010-07-01
4262,goias,2010,7,1224,1,2010-07-01
4637,santa_catarina,2010,7,171,1,2010-07-01
4437,parana,2010,7,419,1,2010-07-01
4287,maranhao,2010,7,2601,1,2010-07-01
4112,amapa,2010,7,3,1,2010-07-01
4312,mato_grosso,2010,7,4037,1,2010-07-01
4237,espirito_santo,2010,7,6,1,2010-07-01
4612,roraima,2010,7,2,1,2010-07-01
4362,minas_gerais,2010,7,1040,1,2010-07-01
4487,piaui,2010,7,1826,1,2010-07-01
4512,rio_de_janeiro,2010,7,108,1,2010-07-01
4662,sao_paulo,2010,7,943,1,2010-07-01
4462,pernambuco,2010,7,11,1,2010-07-01
4812,amazonas,2010,8,5261,1,2010-08-01
4887,distrito_federal,2010,8,181,1,2010-08-01
4837,bahia,2010,8,2635,1,2010-08-01
4912,espirito_santo,2010,8,39,1,2010-08-01
4862,ceara,2010,8,206,1,2010-08-01
4762,alagoas,2010,8,4,1,2010-08-01
4737,acre,2010,8,2752,1,2010-08-01
4787,amapa,2010,8,2,1,2010-08-01
5187,rio_de_janeiro,2010,8,355,1,2010-08-01
5312,santa_catarina,2010,8,1111,1,2010-08-01
5212,rio_grande_do_norte,2010,8,30,1,2010-08-01
5287,roraima,2010,8,7,1,2010-08-01
4937,goias,2010,8,3336,1,2010-08-01
5162,piaui,2010,8,4102,1,2010-08-01
5137,pernambuco,2010,8,27,1,2010-08-01
5337,sao_paulo,2010,8,2444,1,2010-08-01
5237,rio_grande_do_sul,2010,8,1086,1,2010-08-01
5087,paraiba,2010,8,13,1,2010-08-01
5112,parana,2010,8,1220,1,2010-08-01
5037,minas_gerais,2010,8,3634,1,2010-08-01
5012,mato_grosso_do_sul,2010,8,1901,1,2010-08-01
5362,sergipe,2010,8,0,1,2010-08-01
5387,tocantins,2010,8,8299,1,2010-08-01
4987,mato_grosso,2010,8,17459,1,2010-08-01
4962,maranhao,2010,8,6826,1,2010-08-01
5062,para,2010,8,21677,1,2010-08-01
5262,rondonia,2010,8,5837,1,2010-08-01
5787,parana,2010,9,419,1,2010-09-01
5462,amapa,2010,9,72,1,2010-09-01
5487,amazonas,2010,9,4021,1,2010-09-01
5587,espirito_santo,2010,9,65,1,2010-09-01
5537,ceara,2010,9,383,1,2010-09-01
5562,distrito_federal,2010,9,204,1,2010-09-01
5437,alagoas,2010,9,17,1,2010-09-01
5762,paraiba,2010,9,42,1,2010-09-01
5612,goias,2010,9,5906,1,2010-09-01
5637,maranhao,2010,9,11813,1,2010-09-01
5712,minas_gerais,2010,9,5200,1,2010-09-01
5662,mato_grosso,2010,9,24140,1,2010-09-01
5512,bahia,2010,9,5780,1,2010-09-01
5812,pernambuco,2010,9,181,1,2010-09-01
6062,tocantins,2010,9,11611,1,2010-09-01
5412,acre,2010,9,5030,1,2010-09-01
6037,sergipe,2010,9,0,1,2010-09-01
6012,sao_paulo,2010,9,1923,1,2010-09-01
5987,santa_catarina,2010,9,377,1,2010-09-01
5837,piaui,2010,9,5983,1,2010-09-01
5687,mato_grosso_do_sul,2010,9,2197,1,2010-09-01
5962,roraima,2010,9,27,1,2010-09-01
5912,rio_grande_do_sul,2010,9,458,1,2010-09-01
5887,rio_grande_do_norte,2010,9,58,1,2010-09-01
5862,rio_de_janeiro,2010,9,361,1,2010-09-01
5937,rondonia,2010,9,7575,1,2010-09-01
5737,para,2010,9,15187,1,2010-09-01
6187,bahia,2010,10,5375,1,2010-10-01
6137,amapa,2010,10,358,1,2010-10-01
6112,alagoas,2010,10,14,1,2010-10-01
6162,amazonas,2010,10,1137,1,2010-10-01
6087,acre,2010,10,523,1,2010-10-01
6262,espirito_santo,2010,10,34,1,2010-10-01
6562,rio_grande_do_norte,2010,10,105,1,2010-10-01
6512,piaui,2010,10,4119,1,2010-10-01
6312,maranhao,2010,10,4095,1,2010-10-01
6437,paraiba,2010,10,166,1,2010-10-01
6387,minas_gerais,2010,10,2196,1,2010-10-01
6287,goias,2010,10,1418,1,2010-10-01
6212,ceara,2010,10,676,1,2010-10-01
6662,santa_catarina,2010,10,191,1,2010-10-01
6587,rio_grande_do_sul,2010,10,178,1,2010-10-01
6337,mato_grosso,2010,10,5433,1,2010-10-01
6537,rio_de_janeiro,2010,10,43,1,2010-10-01
6737,tocantins,2010,10,2635,1,2010-10-01
6612,rondonia,2010,10,1724,1,2010-10-01
6237,distrito_federal,2010,10,10,1,2010-10-01
6712,sergipe,2010,10,0,1,2010-10-01
6362,mato_grosso_do_sul,2010,10,746,1,2010-10-01
6487,pernambuco,2010,10,387,1,2010-10-01
6462,parana,2010,10,429,1,2010-10-01
6687,sao_paulo,2010,10,327,1,2010-10-01
6412,para,2010,10,6435,1,2010-10-01
6637,roraima,2010,10,87,1,2010-10-01
6887,ceara,2010,11,2327,1,2010-11-01
6787,alagoas,2010,11,46,1,2010-11-01
7037,mato_grosso_do_sul,2010,11,335,1,2010-11-01
7237,rio_grande_do_norte,2010,11,262,1,2010-11-01
6812,amapa,2010,11,490,1,2010-11-01
7162,pernambuco,2010,11,951,1,2010-11-01
7287,rondonia,2010,11,351,1,2010-11-01
7137,parana,2010,11,245,1,2010-11-01
6912,distrito_federal,2010,11,1,1,2010-11-01
7412,tocantins,2010,11,365,1,2010-11-01
6862,bahia,2010,11,694,1,2010-11-01
6987,maranhao,2010,11,6082,1,2010-11-01
7387,sergipe,2010,11,20,1,2010-11-01
7337,santa_catarina,2010,11,118,1,2010-11-01
7362,sao_paulo,2010,11,153,1,2010-11-01
6962,goias,2010,11,79,1,2010-11-01
7087,para,2010,11,7544,1,2010-11-01
7012,mato_grosso,2010,11,920,1,2010-11-01
6837,amazonas,2010,11,400,1,2010-11-01
7112,paraiba,2010,11,544,1,2010-11-01
7312,roraima,2010,11,39,1,2010-11-01
7212,rio_de_janeiro,2010,11,26,1,2010-11-01
6762,acre,2010,11,58,1,2010-11-01
6937,espirito_santo,2010,11,3,1,2010-11-01
7262,rio_grande_do_sul,2010,11,134,1,2010-11-01
7062,minas_gerais,2010,11,119,1,2010-11-01
7187,piaui,2010,11,1746,1,2010-11-01
8037,sao_paulo,2010,12,72,1,2010-12-01
8087,tocantins,2010,12,97,1,2010-12-01
7837,pernambuco,2010,12,158,1,2010-12-01
7712,mato_grosso_do_sul,2010,12,349,1,2010-12-01
8012,santa_catarina,2010,12,66,1,2010-12-01
7812,parana,2010,12,60,1,2010-12-01
7737,minas_gerais,2010,12,130,1,2010-12-01
7762,para,2010,12,2731,1,2010-12-01
7962,rondonia,2010,12,228,1,2010-12-01
7637,goias,2010,12,53,1,2010-12-01
7537,bahia,2010,12,264,1,2010-12-01
7937,rio_grande_do_sul,2010,12,175,1,2010-12-01
7787,paraiba,2010,12,82,1,2010-12-01
8062,sergipe,2010,12,23,1,2010-12-01
7887,rio_de_janeiro,2010,12,10,1,2010-12-01
7912,rio_grande_do_norte,2010,12,66,1,2010-12-01
7662,maranhao,2010,12,2502,1,2010-12-01
7687,mato_grosso,2010,12,1133,1,2010-12-01
7562,ceara,2010,12,769,1,2010-12-01
7487,amapa,2010,12,66,1,2010-12-01
7512,amazonas,2010,12,140,1,2010-12-01
7462,alagoas,2010,12,52,1,2010-12-01
7987,roraima,2010,12,103,1,2010-12-01
7587,distrito_federal,2010,12,1,1,2010-12-01
7612,espirito_santo,2010,12,12,1,2010-12-01
7437,acre,2010,12,2,1,2010-12-01
7862,piaui,2010,12,417,1,2010-12-01
263,mato_grosso,2011,1,206,1,2011-01-01
663,tocantins,2011,1,25,1,2011-01-01
338,para,2011,1,219,1,2011-01-01
538,rondonia,2011,1,2,1,2011-01-01
313,minas_gerais,2011,1,112,1,2011-01-01
413,pernambuco,2011,1,67,1,2011-01-01
63,amapa,2011,1,0,1,2011-01-01
563,roraima,2011,1,307,1,2011-01-01
13,acre,2011,1,2,1,2011-01-01
113,bahia,2011,1,135,1,2011-01-01
238,maranhao,2011,1,195,1,2011-01-01
38,alagoas,2011,1,45,1,2011-01-01
588,santa_catarina,2011,1,20,1,2011-01-01
188,espirito_santo,2011,1,6,1,2011-01-01
363,paraiba,2011,1,12,1,2011-01-01
463,rio_de_janeiro,2011,1,9,1,2011-01-01
613,sao_paulo,2011,1,75,1,2011-01-01
488,rio_grande_do_norte,2011,1,15,1,2011-01-01
163,distrito_federal,2011,1,0,1,2011-01-01
213,goias,2011,1,40,1,2011-01-01
288,mato_grosso_do_sul,2011,1,148,1,2011-01-01
438,piaui,2011,1,47,1,2011-01-01
513,rio_grande_do_sul,2011,1,26,1,2011-01-01
138,ceara,2011,1,39,1,2011-01-01
88,amazonas,2011,1,59,1,2011-01-01
388,parana,2011,1,35,1,2011-01-01
638,sergipe,2011,1,42,1,2011-01-01
788,bahia,2011,2,177,1,2011-02-01
1238,roraima,2011,2,140,1,2011-02-01
1313,sergipe,2011,2,40,1,2011-02-01
763,amazonas,2011,2,6,1,2011-02-01
988,minas_gerais,2011,2,131,1,2011-02-01
1188,rio_grande_do_sul,2011,2,20,1,2011-02-01
838,distrito_federal,2011,2,2,1,2011-02-01
888,goias,2011,2,56,1,2011-02-01
1038,paraiba,2011,2,2,1,2011-02-01
1013,para,2011,2,25,1,2011-02-01
863,espirito_santo,2011,2,49,1,2011-02-01
1088,pernambuco,2011,2,25,1,2011-02-01
813,ceara,2011,2,9,1,2011-02-01
738,amapa,2011,2,3,1,2011-02-01
1288,sao_paulo,2011,2,76,1,2011-02-01
938,mato_grosso,2011,2,147,1,2011-02-01
1138,rio_de_janeiro,2011,2,46,1,2011-02-01
1338,tocantins,2011,2,13,1,2011-02-01
1263,santa_catarina,2011,2,1,1,2011-02-01
688,acre,2011,2,0,1,2011-02-01
1213,rondonia,2011,2,11,1,2011-02-01
1113,piaui,2011,2,12,1,2011-02-01
913,maranhao,2011,2,14,1,2011-02-01
963,mato_grosso_do_sul,2011,2,66,1,2011-02-01
713,alagoas,2011,2,35,1,2011-02-01
1163,rio_grande_do_norte,2011,2,3,1,2011-02-01
1063,parana,2011,2,18,1,2011-02-01
1463,bahia,2011,3,158,1,2011-03-01
1713,paraiba,2011,3,11,1,2011-03-01
1663,minas_gerais,2011,3,82,1,2011-03-01
2013,tocantins,2011,3,36,1,2011-03-01
1438,amazonas,2011,3,23,1,2011-03-01
1638,mato_grosso_do_sul,2011,3,47,1,2011-03-01
1863,rio_grande_do_sul,2011,3,53,1,2011-03-01
1888,rondonia,2011,3,6,1,2011-03-01
1488,ceara,2011,3,3,1,2011-03-01
1838,rio_grande_do_norte,2011,3,5,1,2011-03-01
1688,para,2011,3,16,1,2011-03-01
1938,santa_catarina,2011,3,18,1,2011-03-01
1988,sergipe,2011,3,65,1,2011-03-01
1913,roraima,2011,3,158,1,2011-03-01
1413,amapa,2011,3,0,1,2011-03-01
1363,acre,2011,3,0,1,2011-03-01
1763,pernambuco,2011,3,50,1,2011-03-01
1388,alagoas,2011,3,45,1,2011-03-01
1513,distrito_federal,2011,3,0,1,2011-03-01
1738,parana,2011,3,40,1,2011-03-01
1963,sao_paulo,2011,3,46,1,2011-03-01
1613,mato_grosso,2011,3,301,1,2011-03-01
1538,espirito_santo,2011,3,5,1,2011-03-01
1813,rio_de_janeiro,2011,3,4,1,2011-03-01
1588,maranhao,2011,3,43,1,2011-03-01
1563,goias,2011,3,26,1,2011-03-01
1788,piaui,2011,3,24,1,2011-03-01
2413,parana,2011,4,64,1,2011-04-01
2563,rondonia,2011,4,12,1,2011-04-01
2688,tocantins,2011,4,120,1,2011-04-01
2438,pernambuco,2011,4,26,1,2011-04-01
2538,rio_grande_do_sul,2011,4,88,1,2011-04-01
2063,alagoas,2011,4,19,1,2011-04-01
2213,espirito_santo,2011,4,8,1,2011-04-01
2338,minas_gerais,2011,4,97,1,2011-04-01
2363,para,2011,4,10,1,2011-04-01
2238,goias,2011,4,111,1,2011-04-01
2588,roraima,2011,4,156,1,2011-04-01
2638,sao_paulo,2011,4,76,1,2011-04-01
2388,paraiba,2011,4,3,1,2011-04-01
2088,amapa,2011,4,0,1,2011-04-01
2288,mato_grosso,2011,4,467,1,2011-04-01
2313,mato_grosso_do_sul,2011,4,31,1,2011-04-01
2613,santa_catarina,2011,4,21,1,2011-04-01
2663,sergipe,2011,4,19,1,2011-04-01
2138,bahia,2011,4,204,1,2011-04-01
2463,piaui,2011,4,22,1,2011-04-01
2263,maranhao,2011,4,46,1,2011-04-01
2488,rio_de_janeiro,2011,4,4,1,2011-04-01
2188,distrito_federal,2011,4,1,1,2011-04-01
2163,ceara,2011,4,1,1,2011-04-01
2513,rio_grande_do_norte,2011,4,0,1,2011-04-01
2113,amazonas,2011,4,7,1,2011-04-01
2038,acre,2011,4,4,1,2011-04-01
3263,roraima,2011,5,9,1,2011-05-01
3213,rio_grande_do_sul,2011,5,83,1,2011-05-01
2763,amapa,2011,5,2,1,2011-05-01
3338,sergipe,2011,5,0,1,2011-05-01
3038,para,2011,5,21,1,2011-05-01
3363,tocantins,2011,5,379,1,2011-05-01
2938,maranhao,2011,5,98,1,2011-05-01
2738,alagoas,2011,5,0,1,2011-05-01
2888,espirito_santo,2011,5,7,1,2011-05-01
2963,mato_grosso,2011,5,640,1,2011-05-01
2713,acre,2011,5,8,1,2011-05-01
3113,pernambuco,2011,5,3,1,2011-05-01
3088,parana,2011,5,197,1,2011-05-01
2913,goias,2011,5,161,1,2011-05-01
3013,minas_gerais,2011,5,201,1,2011-05-01
3188,rio_grande_do_norte,2011,5,2,1,2011-05-01
3238,rondonia,2011,5,59,1,2011-05-01
3313,sao_paulo,2011,5,217,1,2011-05-01
2838,ceara,2011,5,4,1,2011-05-01
2813,bahia,2011,5,225,1,2011-05-01
2788,amazonas,2011,5,16,1,2011-05-01
3163,rio_de_janeiro,2011,5,15,1,2011-05-01
2988,mato_grosso_do_sul,2011,5,106,1,2011-05-01
3288,santa_catarina,2011,5,85,1,2011-05-01
3063,paraiba,2011,5,0,1,2011-05-01
2863,distrito_federal,2011,5,5,1,2011-05-01
3138,piaui,2011,5,82,1,2011-05-01
3888,rio_grande_do_sul,2011,6,109,1,2011-06-01
3613,maranhao,2011,6,689,1,2011-06-01
4013,sergipe,2011,6,2,1,2011-06-01
3838,rio_de_janeiro,2011,6,45,1,2011-06-01
3563,espirito_santo,2011,6,15,1,2011-06-01
3963,santa_catarina,2011,6,121,1,2011-06-01
3413,alagoas,2011,6,2,1,2011-06-01
3988,sao_paulo,2011,6,318,1,2011-06-01
3688,minas_gerais,2011,6,387,1,2011-06-01
3713,para,2011,6,199,1,2011-06-01
3763,parana,2011,6,274,1,2011-06-01
3513,ceara,2011,6,7,1,2011-06-01
3663,mato_grosso_do_sul,2011,6,117,1,2011-06-01
3463,amazonas,2011,6,32,1,2011-06-01
3938,roraima,2011,6,9,1,2011-06-01
3813,piaui,2011,6,507,1,2011-06-01
3863,rio_grande_do_norte,2011,6,0,1,2011-06-01
3538,distrito_federal,2011,6,18,1,2011-06-01
3438,amapa,2011,6,1,1,2011-06-01
3388,acre,2011,6,26,1,2011-06-01
4038,tocantins,2011,6,788,1,2011-06-01
3488,bahia,2011,6,376,1,2011-06-01
3913,rondonia,2011,6,169,1,2011-06-01
3638,mato_grosso,2011,6,1074,1,2011-06-01
3738,paraiba,2011,6,4,1,2011-06-01
3588,goias,2011,6,333,1,2011-06-01
3788,pernambuco,2011,6,5,1,2011-06-01
4463,pernambuco,2011,7,3,1,2011-07-01
4438,parana,2011,7,420,1,2011-07-01
4588,rondonia,2011,7,320,1,2011-07-01
4388,para,2011,7,1024,1,2011-07-01
4413,paraiba,2011,7,6,1,2011-07-01
4338,mato_grosso_do_sul,2011,7,270,1,2011-07-01
4188,ceara,2011,7,24,1,2011-07-01
4713,tocantins,2011,7,1006,1,2011-07-01
4513,rio_de_janeiro,2011,7,122,1,2011-07-01
4263,goias,2011,7,600,1,2011-07-01
4613,roraima,2011,7,10,1,2011-07-01
4313,mato_grosso,2011,7,1066,1,2011-07-01
4088,alagoas,2011,7,0,1,2011-07-01
4238,espirito_santo,2011,7,27,1,2011-07-01
4488,piaui,2011,7,874,1,2011-07-01
4638,santa_catarina,2011,7,81,1,2011-07-01
4538,rio_grande_do_norte,2011,7,0,1,2011-07-01
4063,acre,2011,7,130,1,2011-07-01
4113,amapa,2011,7,4,1,2011-07-01
4563,rio_grande_do_sul,2011,7,188,1,2011-07-01
4138,amazonas,2011,7,330,1,2011-07-01
4663,sao_paulo,2011,7,581,1,2011-07-01
4163,bahia,2011,7,578,1,2011-07-01
4363,minas_gerais,2011,7,889,1,2011-07-01
4288,maranhao,2011,7,1159,1,2011-07-01
4688,sergipe,2011,7,2,1,2011-07-01
4213,distrito_federal,2011,7,54,1,2011-07-01
4738,acre,2011,8,685,1,2011-08-01
5013,mato_grosso_do_sul,2011,8,567,1,2011-08-01
5138,pernambuco,2011,8,29,1,2011-08-01
4888,distrito_federal,2011,8,55,1,2011-08-01
4813,amazonas,2011,8,1543,1,2011-08-01
4788,amapa,2011,8,12,1,2011-08-01
5038,minas_gerais,2011,8,2445,1,2011-08-01
5388,tocantins,2011,8,1582,1,2011-08-01
4763,alagoas,2011,8,11,1,2011-08-01
5113,parana,2011,8,582,1,2011-08-01
5288,roraima,2011,8,47,1,2011-08-01
5163,piaui,2011,8,1843,1,2011-08-01
5063,para,2011,8,3040,1,2011-08-01
5238,rio_grande_do_sul,2011,8,284,1,2011-08-01
5213,rio_grande_do_norte,2011,8,10,1,2011-08-01
4863,ceara,2011,8,42,1,2011-08-01
5313,santa_catarina,2011,8,350,1,2011-08-01
4913,espirito_santo,2011,8,83,1,2011-08-01
5188,rio_de_janeiro,2011,8,223,1,2011-08-01
5263,rondonia,2011,8,1358,1,2011-08-01
5363,sergipe,2011,8,2,1,2011-08-01
4988,mato_grosso,2011,8,2652,1,2011-08-01
4838,bahia,2011,8,1524,1,2011-08-01
4938,goias,2011,8,1549,1,2011-08-01
5338,sao_paulo,2011,8,1159,1,2011-08-01
4963,maranhao,2011,8,2192,1,2011-08-01
5088,paraiba,2011,8,12,1,2011-08-01
6063,tocantins,2011,9,4609,1,2011-09-01
6038,sergipe,2011,9,0,1,2011-09-01
6013,sao_paulo,2011,9,1211,1,2011-09-01
5513,bahia,2011,9,6967,1,2011-09-01
5963,roraima,2011,9,66,1,2011-09-01
5538,ceara,2011,9,226,1,2011-09-01
5563,distrito_federal,2011,9,135,1,2011-09-01
5488,amazonas,2011,9,1524,1,2011-09-01
5588,espirito_santo,2011,9,115,1,2011-09-01
5613,goias,2011,9,2250,1,2011-09-01
5638,maranhao,2011,9,5086,1,2011-09-01
5663,mato_grosso,2011,9,6634,1,2011-09-01
5463,amapa,2011,9,140,1,2011-09-01
5688,mato_grosso_do_sul,2011,9,1048,1,2011-09-01
5988,santa_catarina,2011,9,772,1,2011-09-01
5438,alagoas,2011,9,3,1,2011-09-01
5738,para,2011,9,6821,1,2011-09-01
5763,paraiba,2011,9,53,1,2011-09-01
5788,parana,2011,9,1156,1,2011-09-01
5813,pernambuco,2011,9,205,1,2011-09-01
5838,piaui,2011,9,4389,1,2011-09-01
5413,acre,2011,9,1912,1,2011-09-01
5888,rio_grande_do_norte,2011,9,30,1,2011-09-01
5913,rio_grande_do_sul,2011,9,785,1,2011-09-01
5938,rondonia,2011,9,2460,1,2011-09-01
5713,minas_gerais,2011,9,5930,1,2011-09-01
5863,rio_de_janeiro,2011,9,504,1,2011-09-01
6213,ceara,2011,10,478,1,2011-10-01
6463,parana,2011,10,308,1,2011-10-01
6688,sao_paulo,2011,10,250,1,2011-10-01
6613,rondonia,2011,10,1281,1,2011-10-01
6588,rio_grande_do_sul,2011,10,109,1,2011-10-01
6563,rio_grande_do_norte,2011,10,94,1,2011-10-01
