date,fires,f_beef,f_coffee,f_soy,f_corn,f_sugar,beef,coffee,soy,corn,sugar,EXBZUS,temperature,precipitation
1998-06-01,4529.832067587846,-4.345001750700277,17.710888087300898,-59.581361120488395,-30.496597123426113,0.2618430804890082,-4.255748507366221,-12.665756822301688,-2.3224468262220057,-2.9537687260489065,0.4573574906512343,-0.0016854872472664706,-1.4385726372368597,-20.644492572304724
1998-07-01,27497.832067587842,-0.4250017507002824,-8.439111912699076,-70.83136112048828,-25.246597123426113,-1.248156919510989,-2.0226686009025907,6.787649497009967,-38.45027683841767,-16.35340279205893,-0.2891767900303828,0.0015145127527338431,-0.8907675585125006,-2.0844925723047543
1998-08-01,6438.832067587846,0.13499824929971282,-16.089111912699067,3.4186388795116045,20.75340287657386,-0.4581569195109889,-3.6125171223258685,-13.820934886671822,-14.223732569828796,-5.035658964238736,-1.6160484528378358,1.4512752734008316e-05,0.1570375202118548,14.745507427695275
1998-09-01,-18463.16793241216,4.9549982492997335,4.610888087300907,35.168638879511605,7.503402876573857,0.5418430804890111,-3.321289357433315,-5.554047691866416,4.959935663000408,9.655562089838213,0.12731030184470704,-0.0003854872472663917,0.4848425989362113,44.46550742769527
1998-10-01,-16681.167932412154,-1.4750017507002866,2.06088808730091,32.418638879511605,-0.7465971234261133,0.4818430804890097,-1.1331825077629532,6.232051297310847,6.286377917363013,-0.02675007599417256,0.5352765465422697,-0.004485487247266161,1.1426476776605696,54.05550742769525
1998-11-01,-2342.167932412158,-1.2950017507002798,5.21088808730093,-57.83136112048828,-10.246597123426113,-0.4081569195109891,-1.1782132053947976,0.24526231895593756,-8.971596338893846,-4.006070567784903,-0.0958998469189618,0.003214512752733878,0.6304527563849263,19.845507427695253
1998-12-01,-3353.1679324121537,-0.2950017507002798,-14.089111912699082,-34.081361120488395,-1.4965971234261417,-0.788156919510989,22.29998059343336,29.362087080860253,42.45106554166847,29.769580167688698,2.3154423447772103,0.2980145127527336,0.898257835109284,44.41550742769528
1999-01-01,216.8320675878458,2.9049982492997093,-1.43911191269909,-59.581361120488395,-10.996597123426142,-0.8081569195109912,37.254388908252714,26.79585128086073,45.68636600765564,32.10024463425917,0.6553418873004091,0.4053145127527338,0.6460629138336387,-26.584492572304754
1999-02-01,-603.1679324121577,0.8549982492997259,6.760888087300928,31.418638879511605,20.253402876573887,-0.4681569195109887,-5.306128398876211,-3.705781293053292,-17.946555800184484,-1.0720952914413149,-1.8562621186284929,-0.029185487247266106,0.663867992558,27.06550742769528
1999-03-01,63.83206758784581,0.15499824929972306,-6.139111912699093,-9.831361120488284,-13.746597123426113,-0.6081569195109893,-23.64542923220957,-27.558707336135157,-36.83207424651891,-26.35162792540781,-2.4626482767030407,-0.21198548724726615,0.5316730712823556,-63.05449257230475
1999-04-01,1107.8320675878422,-2.595001750700277,17.56088808730091,-17.331361120488395,4.503402876573858,-0.3781569195109888,-3.1330075655428544,10.326349909865812,-18.79462997872949,-6.536690630344638,0.2459698416199547,-0.02598548724726624,-0.22052184999328614,-21.604492572304736
1999-05-01,1834.8320675878454,-0.7450017507002826,-20.439111912699058,-15.831361120488395,-8.996597123426143,0.5618430804890089,3.6480164924282255,1.0921520245838965,5.949896030536735,5.279752722087308,0.7705351896718913,0.07281451275273376,-1.3227167712689294,-73.17449257230473
1999-06-01,5139.832067587842,0.22499824929971626,-10.5391119126991,-16.581361120488395,-2.7465971234261133,0.3418430804890118,2.805041800295683,-20.660892191867067,-20.535063510090765,-16.250925119711738,-1.1877538512371864,0.026614512752733962,-1.5249116925445738,-22.88449257230475
1999-07-01,30747.832067587846,2.384998249299713,-5.089111912699082,41.41863887951172,3.753402876573887,0.8018430804890109,16.5037887833748,-2.360678055503086,33.566047565163586,9.545999494158508,0.8896262100276182,0.07481451275273376,-1.447106613820214,-13.75449257230474
1999-08-01,-2564.1679324121537,1.1849982492997384,-4.03911191269907,10.168638879511603,-0.9965971234261416,0.13184308048901094,-5.403837944330873,-14.347178282775602,13.114280417978591,-0.18341223429281686,1.6678674511343523,0.00401451275273379,-0.9093015350958568,36.88550742769527
1999-09-01,-9883.167932412158,3.6949982492997147,17.51088808730091,-23.331361120488395,-9.996597123426143,-0.14815691951099108,-0.567086483291817,19.864044624150665,2.3405142280819007,0.5199035342084102,0.4136939085030669,0.061314512752733925,0.4685035436285006,31.435507427695235
1999-10-01,-18140.167932412154,-2.215001750700281,29.910888087300908,3.1686388795116045,-10.746597123426113,-1.1381569195109886,0.1680132082667427,32.28959594666138,-25.632725281099,-6.361298924158048,-0.9452650655228982,-0.04618548724726623,0.7263086223528568,57.26550742769528
1999-11-01,-4473.167932412158,-0.8950017507002883,-4.689111912699062,-17.081361120488285,9.753402876573887,0.3018430804890109,-8.944687148876213,7.679531175721878,-22.699384844533853,-6.795494944091273,-1.7429369512371924,-0.0959854872472663,0.3941137010772167,50.135507427695245
1999-12-01,-3584.1679324121537,0.30499824929972874,-15.039111912699099,43.66863887951161,15.50340287657383,-0.7381569195109909,-7.65808089887625,-27.445246260752803,6.801022537502406,4.297119622265555,-1.0780006012371943,-0.04728548724726611,0.6519187798015729,36.88550742769527
2000-01-01,-202.16793241215785,-0.6450017507002883,-11.439111912699074,-9.331361120488397,-4.746597123426113,-0.8081569195109886,-4.0829608988762365,-19.414603633425106,-1.203556014330161,-1.6254840699327389,-0.8703210012371941,-0.03798548724726625,0.4797238585259329,-5.824492572304763
2000-02-01,299.8320675878458,2.1749982492997333,3.560888087300924,41.66863887951161,19.503402876573887,1.211843080489011,-3.59736689887616,-11.726569384978946,-2.734088568251366,-5.7816705662023375,-0.8114809712371933,-0.04288548724726637,0.217528937250286,4.805507427695289
2000-03-01,-296.1679324121542,1.834998249299716,-8.639111912699093,-21.581361120488282,-13.496597123426113,-0.7781569195109892,-1.28256989887619,-10.158542310443307,10.562193945163584,0.5511453009617355,1.5201263687628082,0.01841451275273398,0.06533401597464561,-58.73449257230475
2000-04-01,1572.8320675878422,-6.7150017507002815,-2.5391119126990844,-11.581361120488395,0.003402876573886715,2.3518430804890094,3.7769941011238046,-2.5118911800090022,12.87223467863123,2.852014838562525,1.5458234400671529,0.0494145127527339,-0.16686090530099662,-61.30449257230472
2000-05-01,4190.832067587846,-0.5550017507002849,-8.389111912699079,-42.5813611204884,-38.24659712342617,0.9118430804890112,-9.790530671603463,-12.259287521906106,-34.269689323261446,-25.199875330179648,2.4794360756402885,-0.02668548724726616,-0.8290558265766386,-52.944492572304746
2000-06-01,-1520.1679324121578,-0.9950017507002826,1.3608880873009213,-34.081361120488395,-8.246597123426112,1.8618430804890116,-6.07662398329191,-1.920330341217209,-39.05872601061384,-19.82719690035751,2.039626116295267,-0.0204854872472664,-1.3512507478522835,-2.3244925723047634
2000-07-01,17477.832067587846,-0.7450017507002826,-12.189111912699088,46.16863887951172,3.2534028765738867,0.12184308048901114,-3.0419943460810965,-16.42872954646849,-6.586317662062186,-1.5427789246492694,1.6258385369615242,0.002114512752733777,-2.4234456691279256,-19.104492572304718
2000-08-01,1102.8320675878422,2.614998249299731,8.260888087300927,-6.831361120488396,4.00340287657383,-0.8281569195109917,-7.179757404052154,-6.228698482286433,22.80733171999248,8.643118563241387,-1.2488687751501963,0.021814512752733828,-0.6156405904035687,40.86550742769526
